S,E,I,R,NI,B,time,obs,Rt
47717.0,84.0,325.0,1874.0,34.0,0.1,57,34.0,0.6000000000000001
47690.0,79.0,305.0,1926.0,32.0,0.1,58,32.0,0.6000000000000001
47663.0,70.0,297.0,1970.0,36.0,0.1,59,36.0,0.6000000000000001
47633.0,69.0,286.0,2012.0,31.0,0.1,60,31.0,0.6000000000000001
47602.0,65.0,283.0,2050.0,35.0,0.1,61,35.0,0.6000000000000001
47576.0,62.0,271.0,2091.0,29.0,0.1,62,29.0,0.6000000000000001
47557.0,53.0,255.0,2135.0,28.0,0.1,63,28.0,0.6000000000000001
47535.0,58.0,231.0,2176.0,17.0,0.1,64,17.0,0.6000000000000001
47513.0,62.0,214.0,2211.0,18.0,0.1,65,18.0,0.6000000000000001
47493.0,57.0,208.0,2242.0,25.0,0.1,66,25.0,0.6000000000000001
47468.0,53.0,202.0,2277.0,29.0,0.1,67,29.0,0.6000000000000001
47450.0,48.0,188.0,2314.0,23.0,0.1,68,23.0,0.6000000000000001
47434.0,50.0,168.0,2348.0,14.0,0.1,69,14.0,0.6000000000000001
47417.0,42.0,172.0,2369.0,25.0,0.1,70,25.0,0.6000000000000001
47398.0,45.0,162.0,2395.0,16.0,0.1,71,16.0,0.6000000000000001
47383.0,42.0,159.0,2416.0,18.0,0.1,72,18.0,0.6000000000000001
47367.0,37.0,146.0,2450.0,21.0,0.1,73,21.0,0.6000000000000001
47350.0,41.0,140.0,2469.0,13.0,0.1,74,13.0,0.6000000000000001
47337.0,37.0,126.0,2500.0,17.0,0.1,75,17.0,0.6000000000000001
47328.0,31.0,114.0,2527.0,15.0,0.1,76,15.0,0.6000000000000001
47308.0,39.0,110.0,2543.0,12.0,0.1,77,12.0,0.6000000000000001
47299.0,33.0,103.0,2565.0,15.0,0.1,78,15.0,0.6000000000000001
47286.0,32.0,102.0,2580.0,14.0,0.1,79,14.0,0.6000000000000001
47274.0,32.0,88.0,2606.0,12.0,0.1,80,12.0,0.6000000000000001
47268.0,28.0,83.0,2621.0,10.0,0.11461538461538462,81,10.0,0.6876923076923077
47261.0,21.0,91.0,2627.0,14.0,0.12923076923076923,82,14.0,0.7753846153846154
47252.0,22.0,90.0,2636.0,8.0,0.14384615384615385,83,8.0,0.8630769230769231
47232.0,37.0,81.0,2650.0,5.0,0.15846153846153846,84,5.0,0.9507692307692308
47215.0,45.0,76.0,2664.0,9.0,0.17307692307692307,85,9.0,1.0384615384615385
47206.0,32.0,88.0,2674.0,22.0,0.18769230769230769,86,22.0,1.1261538461538463
47192.0,31.0,94.0,2683.0,15.0,0.2023076923076923,87,15.0,1.2138461538461538
47176.0,36.0,96.0,2692.0,11.0,0.2169230769230769,88,11.0,1.3015384615384615
47158.0,40.0,97.0,2705.0,14.0,0.23153846153846153,89,14.0,1.3892307692307693
47129.0,45.0,109.0,2717.0,24.0,0.24615384615384614,90,24.0,1.476923076923077
47093.0,63.0,114.0,2730.0,18.0,0.26076923076923075,91,18.0,1.5646153846153845
47056.0,74.0,122.0,2748.0,26.0,0.27538461538461534,92,26.0,1.652307692307692
47010.0,89.0,134.0,2767.0,31.0,0.29,93,31.0,1.74
46967.0,93.0,152.0,2788.0,39.0,0.29,94,39.0,1.74
46913.0,99.0,180.0,2808.0,48.0,0.29,95,48.0,1.74
46872.0,109.0,176.0,2843.0,31.0,0.29,96,31.0,1.74
46827.0,120.0,183.0,2870.0,34.0,0.29,97,34.0,1.74
46773.0,135.0,186.0,2906.0,39.0,0.29,98,39.0,1.74
46732.0,126.0,204.0,2938.0,50.0,0.29,99,50.0,1.74
46675.0,133.0,223.0,2969.0,50.0,0.29,100,50.0,1.74
