S,E,I,R,NI,B,time,obs,Rt
47113.0,368.0,1054.0,1465.0,181.0,0.1,42,181.0,0.6000000000000001
47019.0,318.0,1047.0,1616.0,144.0,0.1,43,144.0,0.6000000000000001
46933.0,280.0,992.0,1795.0,124.0,0.1,44,124.0,0.6000000000000001
46830.0,275.0,944.0,1951.0,108.0,0.1,45,108.0,0.6000000000000001
46751.0,228.0,933.0,2088.0,126.0,0.1,46,126.0,0.6000000000000001
46691.0,189.0,884.0,2236.0,99.0,0.1,47,99.0,0.6000000000000001
46602.0,208.0,808.0,2382.0,70.0,0.1,48,70.0,0.6000000000000001
46531.0,211.0,740.0,2518.0,68.0,0.1,49,68.0,0.6000000000000001
46474.0,186.0,697.0,2643.0,82.0,0.1,50,82.0,0.6000000000000001
46409.0,179.0,662.0,2750.0,72.0,0.1,51,72.0,0.6000000000000001
46364.0,153.0,638.0,2845.0,71.0,0.1,52,71.0,0.6000000000000001
46304.0,161.0,588.0,2947.0,52.0,0.1,53,52.0,0.6000000000000001
46247.0,143.0,579.0,3031.0,75.0,0.1,54,75.0,0.6000000000000001
46192.0,143.0,537.0,3128.0,55.0,0.1,55,55.0,0.6000000000000001
46146.0,137.0,494.0,3223.0,52.0,0.1,56,52.0,0.6000000000000001
46098.0,133.0,467.0,3302.0,52.0,0.1,57,52.0,0.6000000000000001
46055.0,120.0,456.0,3369.0,56.0,0.1,58,56.0,0.6000000000000001
46011.0,115.0,428.0,3446.0,49.0,0.1,59,49.0,0.6000000000000001
45972.0,103.0,419.0,3506.0,51.0,0.1,60,51.0,0.6000000000000001
45935.0,103.0,389.0,3573.0,37.0,0.1,61,37.0,0.6000000000000001
45899.0,101.0,369.0,3631.0,38.0,0.1,62,38.0,0.6000000000000001
45867.0,97.0,350.0,3686.0,36.0,0.1,63,36.0,0.6000000000000001
45837.0,87.0,340.0,3736.0,40.0,0.1,64,40.0,0.6000000000000001
45799.0,85.0,318.0,3798.0,40.0,0.1,65,40.0,0.6000000000000001
45778.0,78.0,283.0,3861.0,28.0,0.1,66,28.0,0.6000000000000001
45756.0,68.0,262.0,3914.0,32.0,0.1,67,32.0,0.6000000000000001
45734.0,68.0,236.0,3962.0,22.0,0.1,68,22.0,0.6000000000000001
45715.0,62.0,225.0,3998.0,25.0,0.1,69,25.0,0.6000000000000001
45689.0,60.0,204.0,4047.0,28.0,0.1,70,28.0,0.6000000000000001
45663.0,60.0,206.0,4071.0,26.0,0.1,71,26.0,0.6000000000000001
45644.0,55.0,184.0,4117.0,24.0,0.1,72,24.0,0.6000000000000001
45629.0,45.0,185.0,4141.0,25.0,0.1,73,25.0,0.6000000000000001
45613.0,43.0,160.0,4184.0,18.0,0.1,74,18.0,0.6000000000000001
45597.0,44.0,155.0,4204.0,15.0,0.1,75,15.0,0.6000000000000001
45575.0,51.0,139.0,4235.0,15.0,0.1,76,15.0,0.6000000000000001
45565.0,41.0,140.0,4254.0,20.0,0.1,77,20.0,0.6000000000000001
45550.0,39.0,132.0,4279.0,17.0,0.1,78,17.0,0.6000000000000001
45542.0,32.0,127.0,4299.0,15.0,0.1,79,15.0,0.6000000000000001
45529.0,32.0,127.0,4312.0,13.0,0.1,80,13.0,0.6000000000000001
45510.0,40.0,125.0,4325.0,11.0,0.11461538461538462,81,11.0,0.6876923076923077
45488.0,43.0,124.0,4345.0,19.0,0.12923076923076923,82,19.0,0.7753846153846154
45466.0,52.0,114.0,4368.0,13.0,0.14384615384615385,83,13.0,0.8630769230769231
45451.0,45.0,123.0,4381.0,22.0,0.15846153846153846,84,22.0,0.9507692307692308
45426.0,46.0,131.0,4397.0,24.0,0.17307692307692307,85,24.0,1.0384615384615385
45409.0,48.0,124.0,4419.0,15.0,0.18769230769230769,86,15.0,1.1261538461538463
45385.0,49.0,128.0,4438.0,23.0,0.2023076923076923,87,23.0,1.2138461538461538
45358.0,61.0,123.0,4458.0,15.0,0.2169230769230769,88,15.0,1.3015384615384615
45333.0,58.0,135.0,4474.0,28.0,0.23153846153846153,89,28.0,1.3892307692307693
45298.0,69.0,139.0,4494.0,24.0,0.24615384615384614,90,24.0,1.476923076923077
45269.0,73.0,143.0,4515.0,25.0,0.26076923076923075,91,25.0,1.5646153846153845
45228.0,84.0,149.0,4539.0,30.0,0.27538461538461534,92,30.0,1.652307692307692
45191.0,95.0,150.0,4564.0,26.0,0.29,93,26.0,1.74
45168.0,77.0,167.0,4588.0,41.0,0.29,94,41.0,1.74
45128.0,82.0,172.0,4618.0,35.0,0.29,95,35.0,1.74
45073.0,103.0,186.0,4638.0,34.0,0.29,96,34.0,1.74
45028.0,114.0,191.0,4667.0,34.0,0.29,97,34.0,1.74
44974.0,134.0,197.0,4695.0,34.0,0.29,98,34.0,1.74
44929.0,123.0,221.0,4727.0,56.0,0.29,99,56.0,1.74
44878.0,122.0,249.0,4751.0,52.0,0.29,100,52.0,1.74
