S,E,I,R,NI,B,time,obs,Rt
48326.0,128.0,428.0,1118.0,38.0,0.1,48,38.0,0.6000000000000001
48289.0,107.0,408.0,1196.0,58.0,0.1,49,58.0,0.6000000000000001
48254.0,102.0,386.0,1258.0,40.0,0.1,50,40.0,0.6000000000000001
48210.0,93.0,375.0,1322.0,53.0,0.1,51,53.0,0.6000000000000001
48175.0,96.0,346.0,1383.0,32.0,0.1,52,32.0,0.6000000000000001
48144.0,89.0,335.0,1432.0,38.0,0.1,53,38.0,0.6000000000000001
48122.0,69.0,329.0,1480.0,42.0,0.1,54,42.0,0.6000000000000001
48090.0,73.0,305.0,1532.0,28.0,0.1,55,28.0,0.6000000000000001
48066.0,70.0,294.0,1570.0,27.0,0.1,56,27.0,0.6000000000000001
48041.0,65.0,280.0,1614.0,30.0,0.1,57,30.0,0.6000000000000001
48005.0,77.0,259.0,1659.0,24.0,0.1,58,24.0,0.6000000000000001
47979.0,76.0,238.0,1707.0,27.0,0.1,59,27.0,0.6000000000000001
47962.0,57.0,240.0,1741.0,36.0,0.1,60,36.0,0.6000000000000001
47935.0,62.0,223.0,1780.0,22.0,0.1,61,22.0,0.6000000000000001
47917.0,60.0,215.0,1808.0,20.0,0.1,62,20.0,0.6000000000000001
47888.0,69.0,197.0,1846.0,20.0,0.1,63,20.0,0.6000000000000001
47874.0,56.0,193.0,1877.0,27.0,0.1,64,27.0,0.6000000000000001
47855.0,47.0,196.0,1902.0,28.0,0.1,65,28.0,0.6000000000000001
47842.0,42.0,186.0,1930.0,18.0,0.1,66,18.0,0.6000000000000001
47823.0,45.0,164.0,1968.0,16.0,0.1,67,16.0,0.6000000000000001
47803.0,52.0,149.0,1996.0,13.0,0.1,68,13.0,0.6000000000000001
47792.0,39.0,155.0,2014.0,24.0,0.1,69,24.0,0.6000000000000001
47770.0,41.0,155.0,2034.0,20.0,0.1,70,20.0,0.6000000000000001
47758.0,36.0,148.0,2058.0,17.0,0.1,71,17.0,0.6000000000000001
47747.0,33.0,136.0,2084.0,14.0,0.1,72,14.0,0.6000000000000001
47738.0,36.0,118.0,2108.0,6.0,0.1,73,6.0,0.6000000000000001
47728.0,36.0,117.0,2119.0,10.0,0.1,74,10.0,0.6000000000000001
47719.0,37.0,102.0,2142.0,8.0,0.1,75,8.0,0.6000000000000001
47708.0,33.0,103.0,2156.0,15.0,0.1,76,15.0,0.6000000000000001
47703.0,23.0,106.0,2168.0,15.0,0.1,77,15.0,0.6000000000000001
47691.0,29.0,94.0,2186.0,6.0,0.1,78,6.0,0.6000000000000001
47680.0,27.0,92.0,2201.0,13.0,0.1,79,13.0,0.6000000000000001
47669.0,27.0,89.0,2215.0,11.0,0.1,80,11.0,0.6000000000000001
47657.0,28.0,91.0,2224.0,11.0,0.11461538461538462,81,11.0,0.6876923076923077
47649.0,28.0,81.0,2242.0,8.0,0.12923076923076923,82,8.0,0.7753846153846154
47639.0,29.0,78.0,2254.0,9.0,0.14384615384615385,83,9.0,0.8630769230769231
47627.0,32.0,71.0,2270.0,9.0,0.15846153846153846,84,9.0,0.9507692307692308
47622.0,23.0,76.0,2279.0,14.0,0.17307692307692307,85,14.0,1.0384615384615385
47608.0,27.0,78.0,2287.0,10.0,0.18769230769230769,86,10.0,1.1261538461538463
47595.0,31.0,72.0,2302.0,9.0,0.2023076923076923,87,9.0,1.2138461538461538
47574.0,34.0,76.0,2316.0,18.0,0.2169230769230769,88,18.0,1.3015384615384615
47558.0,40.0,69.0,2333.0,10.0,0.23153846153846153,89,10.0,1.3892307692307693
47541.0,39.0,78.0,2342.0,18.0,0.24615384615384614,90,18.0,1.476923076923077
47531.0,35.0,83.0,2351.0,14.0,0.26076923076923075,91,14.0,1.5646153846153845
47512.0,41.0,83.0,2364.0,13.0,0.27538461538461534,92,13.0,1.652307692307692
47482.0,59.0,77.0,2382.0,12.0,0.29,93,12.0,1.74
47459.0,61.0,85.0,2395.0,21.0,0.29,94,21.0,1.74
47436.0,62.0,93.0,2409.0,22.0,0.29,95,22.0,1.74
47415.0,60.0,105.0,2420.0,23.0,0.29,96,23.0,1.74
47391.0,61.0,117.0,2431.0,23.0,0.29,97,23.0,1.74
47363.0,67.0,122.0,2448.0,22.0,0.29,98,22.0,1.74
47331.0,78.0,123.0,2468.0,21.0,0.29,99,21.0,1.74
47300.0,79.0,132.0,2489.0,30.0,0.29,100,30.0,1.74
