S,E,I,R,NI,B,time,obs,Rt
47553.0,27.0,97.0,2323.0,15.0,0.12923076923076923,82,15.0,0.7753846153846154
47541.0,28.0,94.0,2337.0,11.0,0.14384615384615385,83,11.0,0.8630769230769231
47532.0,24.0,100.0,2344.0,13.0,0.15846153846153846,84,13.0,0.9507692307692308
47516.0,35.0,93.0,2356.0,5.0,0.17307692307692307,85,5.0,1.0384615384615385
47502.0,33.0,94.0,2371.0,16.0,0.18769230769230769,86,16.0,1.1261538461538463
47485.0,41.0,84.0,2390.0,9.0,0.2023076923076923,87,9.0,1.2138461538461538
47467.0,43.0,89.0,2401.0,16.0,0.2169230769230769,88,16.0,1.3015384615384615
47454.0,38.0,88.0,2420.0,18.0,0.23153846153846153,89,18.0,1.3892307692307693
47434.0,40.0,89.0,2437.0,18.0,0.24615384615384614,90,18.0,1.476923076923077
47415.0,43.0,88.0,2454.0,16.0,0.26076923076923075,91,16.0,1.5646153846153845
47397.0,47.0,87.0,2469.0,14.0,0.27538461538461534,92,14.0,1.652307692307692
47366.0,57.0,93.0,2484.0,21.0,0.29,93,21.0,1.74
47336.0,69.0,96.0,2499.0,18.0,0.29,94,18.0,1.74
47311.0,66.0,109.0,2514.0,28.0,0.29,95,28.0,1.74
47290.0,58.0,115.0,2537.0,29.0,0.29,96,29.0,1.74
47265.0,61.0,116.0,2558.0,22.0,0.29,97,22.0,1.74
47235.0,66.0,127.0,2572.0,25.0,0.29,98,25.0,1.74
47201.0,76.0,134.0,2589.0,24.0,0.29,99,24.0,1.74
47169.0,71.0,147.0,2613.0,37.0,0.29,100,37.0,1.74
