S,E,I,R,NI,B,time,obs,Rt
48440.0,99.0,374.0,1087.0,59.0,0.10351151080024035,36,59.0,0.6210690648014421
48403.0,102.0,350.0,1145.0,34.0,0.09819445974468266,37,34.0,0.589166758468096
48386.0,86.0,329.0,1199.0,33.0,0.09345090917727125,38,33.0,0.5607054550636276
48363.0,81.0,311.0,1245.0,28.0,0.08923916304894852,39,28.0,0.5354349782936911
48334.0,80.0,306.0,1280.0,30.0,0.08552119153006976,40,30.0,0.5131271491804186
48307.0,72.0,295.0,1326.0,35.0,0.08226262403995985,41,35.0,0.4935757442397591
48279.0,68.0,289.0,1364.0,32.0,0.07943269590097561,42,32.0,0.4765961754058537
48258.0,61.0,261.0,1420.0,28.0,0.07700416210265902,43,28.0,0.46202497261595415
48232.0,65.0,250.0,1453.0,22.0,0.07495318936510852,44,22.0,0.4497191361906511
48209.0,69.0,234.0,1488.0,19.0,0.0732592355663169,45,19.0,0.43955541339790144
48188.0,58.0,229.0,1525.0,32.0,0.07190492366979803,46,32.0,0.4314295420187882
48177.0,49.0,212.0,1562.0,20.0,0.07087591556085203,47,20.0,0.4252554933651122
48159.0,50.0,195.0,1596.0,17.0,0.07016078966263327,48,17.0,0.42096473797579964
48149.0,34.0,196.0,1621.0,26.0,0.06975092483736599,49,26.0,0.41850554902419596
48138.0,29.0,183.0,1650.0,16.0,0.06964039185810168,50,16.0,0.4178423511486101
48129.0,25.0,168.0,1678.0,13.0,0.06982585263372663,51,13.0,0.41895511580235983
48123.0,20.0,154.0,1703.0,11.0,0.07030646635524528,52,11.0,0.4218387981314717
48108.0,25.0,138.0,1729.0,10.0,0.07108380077677084,53,10.0,0.42650280466062507
48094.0,32.0,127.0,1747.0,7.0,0.07216174592536455,54,7.0,0.4329704755521873
48080.0,29.0,130.0,1761.0,17.0,0.07354642662983693,55,17.0,0.4412785597790216
48065.0,35.0,112.0,1788.0,9.0,0.07524610935620817,56,9.0,0.451476656137249
48060.0,21.0,109.0,1810.0,19.0,0.07727109793114222,57,19.0,0.4636265875868533
48048.0,28.0,100.0,1824.0,5.0,0.07963361182865722,58,5.0,0.4778016709719433
48044.0,18.0,96.0,1842.0,14.0,0.08234763980595924,59,14.0,0.49408583883575546
48031.0,25.0,89.0,1855.0,6.0,0.08542876083138928,60,6.0,0.5125725649883357
48028.0,16.0,84.0,1872.0,12.0,0.08889392349701508,61,12.0,0.5333635409820905
48019.0,16.0,76.0,1889.0,9.0,0.09276117451351754,62,9.0,0.5565670470811053
48008.0,19.0,71.0,1902.0,8.0,0.09704932652722245,63,8.0,0.5822959591633348
48000.0,18.0,71.0,1911.0,9.0,0.10177755547818787,64,9.0,0.6106653328691273
47997.0,12.0,68.0,1923.0,9.0,0.10696491815061353,65,9.0,0.6417895089036812
47991.0,14.0,66.0,1929.0,4.0,0.11262978158187102,66,4.0,0.6757786894912262
47982.0,20.0,60.0,1938.0,3.0,0.11878915773016957,67,3.0,0.7127349463810174
47974.0,25.0,57.0,1944.0,3.0,0.12545793938637204,68,3.0,0.7527476363182323
47968.0,23.0,61.0,1948.0,8.0,0.1326480368700539,69,8.0,0.7958882212203233
47957.0,26.0,63.0,1954.0,8.0,0.14036741965857075,70,8.0,0.8422045179514245
47943.0,33.0,60.0,1964.0,7.0,0.14861907279389042,71,7.0,0.8917144367633425
47931.0,34.0,62.0,1973.0,11.0,0.15739988465511026,72,11.0,0.9443993079306616
47924.0,29.0,66.0,1981.0,12.0,0.16669949033930784,73,12.0,1.0001969420358472
47913.0,29.0,70.0,1988.0,11.0,0.17649910320859338,74,11.0,1.0589946192515605
47900.0,34.0,70.0,1996.0,8.0,0.1867703757554445,75,8.0,1.1206222545326672
47887.0,34.0,77.0,2002.0,13.0,0.19747433929345398,76,13.0,1.184846035760724
47874.0,34.0,79.0,2013.0,13.0,0.2085604794481158,77,13.0,1.2513628766886948
47848.0,51.0,75.0,2026.0,9.0,0.219966010245995,78,9.0,1.31979606147597
47838.0,43.0,83.0,2036.0,18.0,0.23161541295771015,79,18.0,1.389692477746261
47826.0,39.0,89.0,2046.0,16.0,0.24342030591166566,80,16.0,1.460521835469994
47796.0,59.0,84.0,2061.0,10.0,0.25527970750515905,81,10.0,1.5316782450309543
47779.0,54.0,92.0,2075.0,22.0,0.2670807460057734,82,22.0,1.6024844760346406
47748.0,59.0,104.0,2089.0,26.0,0.2786998561299178,83,26.0,1.672199136779507
47730.0,50.0,120.0,2100.0,27.0,0.2900044838334935,84,27.0,1.740026903000961
47684.0,78.0,121.0,2117.0,18.0,0.300855297708838,85,18.0,1.805131786253028
47650.0,80.0,126.0,2144.0,32.0,0.31110887878284715,86,32.0,1.866653272697083
47610.0,85.0,144.0,2161.0,35.0,0.3206208317567747,87,35.0,1.9237249905406482
47577.0,80.0,159.0,2184.0,38.0,0.329249231640147,88,38.0,1.9754953898408822
47526.0,93.0,166.0,2215.0,38.0,0.33685829243797966,89,38.0,2.0211497546278783
47470.0,110.0,176.0,2244.0,39.0,0.34332212132264683,90,39.0,2.0599327279358812
47421.0,114.0,188.0,2277.0,45.0,0.34852840476613967,91,45.0,2.091170428596838
47370.0,126.0,194.0,2310.0,39.0,0.3523818643403301,92,39.0,2.1142911860419806
47313.0,131.0,217.0,2339.0,52.0,0.3548073207125517,93,52.0,2.1288439242753103
47250.0,148.0,241.0,2361.0,46.0,0.3557522154660282,94,46.0,2.134513292796169
47175.0,168.0,266.0,2391.0,55.0,0.35518846161836204,95,55.0,2.1311307697101722
47074.0,194.0,298.0,2434.0,75.0,0.35311352407193225,96,75.0,2.118681144431594
46971.0,219.0,336.0,2474.0,78.0,0.3495506688470381,97,78.0,2.097304013082229
46853.0,257.0,377.0,2513.0,80.0,0.3445483622681053,98,80.0,2.067290173608632
46732.0,271.0,425.0,2572.0,107.0,0.3381788452735772,99,107.0,2.0290730716414633
46581.0,323.0,463.0,2633.0,99.0,0.3305359504951889,100,99.0,1.9832157029711335
