S,E,I,R,NI,B,time,obs,Rt
48741.0,284.0,485.0,490.0,106.0,0.248686416772392,23,106.0,1.492118500634352
48631.0,282.0,511.0,576.0,112.0,0.2310859231776711,24,112.0,1.3865155390660266
48531.0,281.0,542.0,646.0,101.0,0.21473108416593187,25,101.0,1.2883865049955914
48405.0,301.0,550.0,744.0,106.0,0.19958963046490436,26,106.0,1.1975377827894262
48311.0,287.0,573.0,829.0,108.0,0.18561957455682565,27,108.0,1.113717447340954
48210.0,289.0,588.0,913.0,99.0,0.17277161158535057,28,99.0,1.0366296695121036
48109.0,276.0,601.0,1014.0,114.0,0.16099126967065408,29,114.0,0.9659476180239245
48026.0,242.0,612.0,1120.0,117.0,0.15022079384664191,30,117.0,0.9013247630798515
47950.0,214.0,634.0,1202.0,104.0,0.140400761160802,31,104.0,0.842404566964812
47896.0,183.0,627.0,1294.0,85.0,0.13147143493198382,32,85.0,0.7888286095919029
47820.0,186.0,603.0,1391.0,73.0,0.12337387388699608,33,73.0,0.7402432433219766
47756.0,176.0,568.0,1500.0,74.0,0.11605081716199862,34,74.0,0.6963049029719918
47697.0,163.0,555.0,1585.0,72.0,0.10944736930239453,35,72.0,0.6566842158143672
47641.0,149.0,548.0,1662.0,70.0,0.10351151080024035,36,70.0,0.6210690648014421
47598.0,118.0,546.0,1738.0,74.0,0.09819445974468266,37,74.0,0.589166758468096
47551.0,115.0,506.0,1828.0,50.0,0.09345090917727125,38,50.0,0.5607054550636276
47508.0,113.0,467.0,1912.0,45.0,0.08923916304894852,39,45.0,0.5354349782936911
47471.0,112.0,417.0,2000.0,38.0,0.08552119153006976,40,38.0,0.5131271491804186
47441.0,102.0,394.0,2063.0,40.0,0.08226262403995985,41,40.0,0.4935757442397591
47410.0,92.0,376.0,2122.0,41.0,0.07943269590097561,42,41.0,0.4765961754058537
47390.0,79.0,351.0,2180.0,33.0,0.07700416210265902,43,33.0,0.46202497261595415
47369.0,71.0,324.0,2236.0,29.0,0.07495318936510852,44,29.0,0.4497191361906511
47348.0,68.0,303.0,2281.0,24.0,0.0732592355663169,45,24.0,0.43955541339790144
47328.0,59.0,275.0,2338.0,29.0,0.07190492366979803,46,29.0,0.4314295420187882
47309.0,52.0,262.0,2377.0,26.0,0.07087591556085203,47,26.0,0.4252554933651122
47290.0,55.0,232.0,2423.0,16.0,0.07016078966263327,48,16.0,0.42096473797579964
47276.0,49.0,206.0,2469.0,20.0,0.06975092483736599,49,20.0,0.41850554902419596
47266.0,39.0,200.0,2495.0,20.0,0.06964039185810168,50,20.0,0.4178423511486101
47244.0,45.0,186.0,2525.0,16.0,0.06982585263372663,51,16.0,0.41895511580235983
47231.0,37.0,185.0,2547.0,21.0,0.07030646635524528,52,21.0,0.4218387981314717
47219.0,32.0,177.0,2572.0,17.0,0.07108380077677084,53,17.0,0.42650280466062507
47206.0,34.0,163.0,2597.0,11.0,0.07216174592536455,54,11.0,0.4329704755521873
47195.0,28.0,158.0,2619.0,17.0,0.07354642662983693,55,17.0,0.4412785597790216
47181.0,35.0,133.0,2651.0,7.0,0.07524610935620817,56,7.0,0.451476656137249
47174.0,25.0,136.0,2665.0,17.0,0.07727109793114222,57,17.0,0.4636265875868533
47167.0,20.0,125.0,2688.0,12.0,0.07963361182865722,58,12.0,0.4778016709719433
47156.0,25.0,112.0,2707.0,6.0,0.08234763980595924,59,6.0,0.49408583883575546
47142.0,30.0,104.0,2724.0,9.0,0.08542876083138928,60,9.0,0.5125725649883357
47134.0,27.0,95.0,2744.0,11.0,0.08889392349701508,61,11.0,0.5333635409820905
47123.0,24.0,93.0,2760.0,14.0,0.09276117451351754,62,14.0,0.5565670470811053
47116.0,24.0,81.0,2779.0,7.0,0.09704932652722245,63,7.0,0.5822959591633348
47109.0,23.0,72.0,2796.0,8.0,0.10177755547818787,64,8.0,0.6106653328691273
47102.0,22.0,65.0,2811.0,8.0,0.10696491815061353,65,8.0,0.6417895089036812
47096.0,19.0,65.0,2820.0,9.0,0.11262978158187102,66,9.0,0.6757786894912262
47082.0,24.0,65.0,2829.0,9.0,0.11878915773016957,67,9.0,0.7127349463810174
47075.0,20.0,65.0,2840.0,11.0,0.12545793938637204,68,11.0,0.7527476363182323
47070.0,18.0,60.0,2852.0,7.0,0.1326480368700539,69,7.0,0.7958882212203233
47063.0,18.0,50.0,2869.0,7.0,0.14036741965857075,70,7.0,0.8422045179514245
47050.0,25.0,48.0,2877.0,6.0,0.14861907279389042,71,6.0,0.8917144367633425
47045.0,19.0,55.0,2881.0,11.0,0.15739988465511026,72,11.0,0.9443993079306616
47038.0,22.0,46.0,2894.0,4.0,0.16669949033930784,73,4.0,1.0001969420358472
47034.0,19.0,46.0,2901.0,7.0,0.17649910320859338,74,7.0,1.0589946192515605
47029.0,17.0,48.0,2906.0,7.0,0.1867703757554445,75,7.0,1.1206222545326672
47014.0,26.0,51.0,2909.0,6.0,0.19747433929345398,76,6.0,1.184846035760724
47001.0,30.0,49.0,2920.0,9.0,0.2085604794481158,77,9.0,1.2513628766886948
46989.0,32.0,54.0,2925.0,10.0,0.219966010245995,78,10.0,1.31979606147597
46975.0,39.0,44.0,2942.0,7.0,0.23161541295771015,79,7.0,1.389692477746261
46969.0,24.0,58.0,2949.0,21.0,0.24342030591166566,80,21.0,1.460521835469994
46959.0,20.0,64.0,2957.0,14.0,0.25527970750515905,81,14.0,1.5316782450309543
46948.0,23.0,64.0,2965.0,8.0,0.2670807460057734,82,8.0,1.6024844760346406
46930.0,32.0,61.0,2977.0,9.0,0.2786998561299178,83,9.0,1.672199136779507
46915.0,32.0,71.0,2982.0,15.0,0.2900044838334935,84,15.0,1.740026903000961
46891.0,45.0,72.0,2992.0,11.0,0.300855297708838,85,11.0,1.805131786253028
46873.0,46.0,73.0,3008.0,17.0,0.31110887878284715,86,17.0,1.866653272697083
46853.0,47.0,85.0,3015.0,19.0,0.3206208317567747,87,19.0,1.9237249905406482
46828.0,51.0,86.0,3035.0,21.0,0.329249231640147,88,21.0,1.9754953898408822
46805.0,54.0,93.0,3048.0,20.0,0.33685829243797966,89,20.0,2.0211497546278783
46781.0,53.0,102.0,3064.0,25.0,0.34332212132264683,90,25.0,2.0599327279358812
46749.0,66.0,105.0,3080.0,19.0,0.34852840476613967,91,19.0,2.091170428596838
46728.0,62.0,112.0,3098.0,25.0,0.3523818643403301,92,25.0,2.1142911860419806
46699.0,64.0,113.0,3124.0,27.0,0.3548073207125517,93,27.0,2.1288439242753103
46661.0,67.0,125.0,3147.0,35.0,0.3557522154660282,94,35.0,2.134513292796169
46616.0,93.0,122.0,3169.0,19.0,0.35518846161836204,95,19.0,2.1311307697101722
46572.0,106.0,134.0,3188.0,31.0,0.35311352407193225,96,31.0,2.118681144431594
46526.0,110.0,159.0,3205.0,42.0,0.3495506688470381,97,42.0,2.097304013082229
46490.0,98.0,177.0,3235.0,48.0,0.3445483622681053,98,48.0,2.067290173608632
46445.0,105.0,189.0,3261.0,38.0,0.3381788452735772,99,38.0,2.0290730716414633
46380.0,122.0,211.0,3287.0,48.0,0.3305359504951889,100,48.0,1.9832157029711335
