S,E,I,R,NI,B,time,obs,Rt
49990.0,0.0,10.0,0.0,0.0,0.7611189119685327,0,0.0,4.566713471811196
49980.0,10.0,7.0,3.0,0.0,0.7534393519760346,1,0.0,4.520636111856208
49973.0,12.0,11.0,4.0,5.0,0.7426571250684216,2,5.0,4.4559427504105305
49960.0,21.0,12.0,7.0,4.0,0.7289279430514432,3,4.0,4.37356765830866
49948.0,28.0,17.0,7.0,5.0,0.7124540575685642,4,5.0,4.274724345411386
49936.0,33.0,19.0,12.0,7.0,0.6934781501769308,5,7.0,4.160868901061585
49924.0,33.0,28.0,15.0,12.0,0.6722761110544232,6,12.0,4.033656666326539
49901.0,44.0,37.0,18.0,12.0,0.6491490456824792,7,12.0,3.8948942740948755
49882.0,48.0,48.0,22.0,15.0,0.6244148723313859,8,15.0,3.746489233988316
49857.0,56.0,58.0,29.0,17.0,0.5983998736248314,9,17.0,3.5903992417489885
49823.0,66.0,68.0,43.0,24.0,0.5714305442398457,10,24.0,3.4285832654390744
49790.0,77.0,80.0,53.0,22.0,0.543826036924331,11,22.0,3.262956221545986
49748.0,88.0,90.0,74.0,31.0,0.5158914547574406,12,31.0,3.0953487285446437
49708.0,86.0,117.0,89.0,42.0,0.4879121739631268,13,42.0,2.927473043778761
49654.0,106.0,129.0,111.0,34.0,0.4601493138676736,14,34.0,2.7608958832060417
49603.0,117.0,141.0,139.0,40.0,0.43283640375748206,15,40.0,2.5970184225448927
49539.0,136.0,171.0,154.0,45.0,0.4061772347620845,16,45.0,2.437063408572507
49465.0,144.0,210.0,181.0,66.0,0.3803448318183711,17,66.0,2.2820689909102265
49399.0,152.0,236.0,213.0,58.0,0.35548143851105246,18,58.0,2.132888631066315
49338.0,157.0,264.0,241.0,56.0,0.33169937724027115,19,56.0,1.990196263441627
49263.0,170.0,291.0,276.0,62.0,0.30908262880036946,20,62.0,1.854495772802217
49174.0,185.0,328.0,313.0,74.0,0.28768896824794954,21,74.0,1.7261338094876972
49085.0,202.0,343.0,370.0,72.0,0.26755249642223494,22,72.0,1.6053149785334098
48991.0,222.0,364.0,423.0,74.0,0.248686416772392,23,74.0,1.492118500634352
48907.0,208.0,390.0,495.0,98.0,0.2310859231776711,24,98.0,1.3865155390660266
48829.0,198.0,421.0,552.0,88.0,0.21473108416593187,25,88.0,1.2883865049955914
48758.0,183.0,434.0,625.0,86.0,0.19958963046490436,26,86.0,1.1975377827894262
48656.0,201.0,464.0,679.0,84.0,0.18561957455682565,27,84.0,1.113717447340954
48570.0,213.0,457.0,760.0,74.0,0.17277161158535057,28,74.0,1.0366296695121036
48506.0,191.0,467.0,836.0,86.0,0.16099126967065408,29,86.0,0.9659476180239245
48423.0,199.0,479.0,899.0,75.0,0.15022079384664191,30,75.0,0.9013247630798515
48366.0,182.0,475.0,977.0,74.0,0.140400761160802,31,74.0,0.842404566964812
48314.0,154.0,480.0,1052.0,80.0,0.13147143493198382,32,80.0,0.7888286095919029
48265.0,149.0,464.0,1122.0,54.0,0.12337387388699608,33,54.0,0.7402432433219766
48224.0,131.0,458.0,1187.0,59.0,0.11605081716199862,34,59.0,0.6963049029719918
48167.0,137.0,441.0,1255.0,51.0,0.10944736930239453,35,51.0,0.6566842158143672
48125.0,127.0,432.0,1316.0,52.0,0.10351151080024035,36,52.0,0.6210690648014421
48088.0,113.0,422.0,1377.0,51.0,0.09819445974468266,37,51.0,0.589166758468096
48045.0,106.0,398.0,1451.0,50.0,0.09345090917727125,38,50.0,0.5607054550636276
48014.0,84.0,382.0,1520.0,53.0,0.08923916304894852,39,53.0,0.5354349782936911
47974.0,81.0,366.0,1579.0,43.0,0.08552119153006976,40,43.0,0.5131271491804186
47946.0,72.0,355.0,1627.0,37.0,0.08226262403995985,41,37.0,0.4935757442397591
47918.0,70.0,328.0,1684.0,30.0,0.07943269590097561,42,30.0,0.4765961754058537
47895.0,67.0,307.0,1731.0,26.0,0.07700416210265902,43,26.0,0.46202497261595415
47867.0,66.0,288.0,1779.0,29.0,0.07495318936510852,44,29.0,0.4497191361906511
47838.0,71.0,271.0,1820.0,24.0,0.0732592355663169,45,24.0,0.43955541339790144
47819.0,63.0,256.0,1862.0,27.0,0.07190492366979803,46,27.0,0.4314295420187882
47800.0,56.0,238.0,1906.0,26.0,0.07087591556085203,47,26.0,0.4252554933651122
47781.0,54.0,219.0,1946.0,21.0,0.07016078966263327,48,21.0,0.42096473797579964
47769.0,45.0,200.0,1986.0,21.0,0.06975092483736599,49,21.0,0.41850554902419596
47759.0,34.0,196.0,2011.0,21.0,0.06964039185810168,50,21.0,0.4178423511486101
47744.0,33.0,184.0,2039.0,16.0,0.06982585263372663,51,16.0,0.41895511580235983
47732.0,32.0,160.0,2076.0,13.0,0.07030646635524528,52,13.0,0.4218387981314717
47720.0,29.0,151.0,2100.0,15.0,0.07108380077677084,53,15.0,0.42650280466062507
47710.0,30.0,137.0,2123.0,9.0,0.07216174592536455,54,9.0,0.4329704755521873
47703.0,25.0,135.0,2137.0,12.0,0.07354642662983693,55,12.0,0.4412785597790216
47697.0,24.0,121.0,2158.0,7.0,0.07524610935620817,56,7.0,0.451476656137249
47688.0,22.0,116.0,2174.0,11.0,0.07727109793114222,57,11.0,0.4636265875868533
47676.0,25.0,109.0,2190.0,9.0,0.07963361182865722,58,9.0,0.4778016709719433
47668.0,26.0,105.0,2201.0,7.0,0.08234763980595924,59,7.0,0.49408583883575546
47661.0,24.0,98.0,2217.0,9.0,0.08542876083138928,60,9.0,0.5125725649883357
47654.0,20.0,93.0,2233.0,11.0,0.08889392349701508,61,11.0,0.5333635409820905
47646.0,17.0,89.0,2248.0,11.0,0.09276117451351754,62,11.0,0.5565670470811053
47637.0,19.0,83.0,2261.0,7.0,0.09704932652722245,63,7.0,0.5822959591633348
47625.0,24.0,75.0,2276.0,7.0,0.10177755547818787,64,7.0,0.6106653328691273
47617.0,26.0,70.0,2287.0,6.0,0.10696491815061353,65,6.0,0.6417895089036812
47608.0,23.0,73.0,2296.0,12.0,0.11262978158187102,66,12.0,0.6757786894912262
47596.0,24.0,67.0,2313.0,11.0,0.11878915773016957,67,11.0,0.7127349463810174
47593.0,17.0,67.0,2323.0,10.0,0.12545793938637204,68,10.0,0.7527476363182323
47582.0,19.0,67.0,2332.0,9.0,0.1326480368700539,69,9.0,0.7958882212203233
47577.0,17.0,68.0,2338.0,7.0,0.14036741965857075,70,7.0,0.8422045179514245
47565.0,21.0,67.0,2347.0,8.0,0.14861907279389042,71,8.0,0.8917144367633425
47556.0,24.0,65.0,2355.0,6.0,0.15739988465511026,72,6.0,0.9443993079306616
47548.0,23.0,67.0,2362.0,9.0,0.16669949033930784,73,9.0,1.0001969420358472
47540.0,23.0,65.0,2372.0,8.0,0.17649910320859338,74,8.0,1.0589946192515605
47528.0,32.0,60.0,2380.0,3.0,0.1867703757554445,75,3.0,1.1206222545326672
47513.0,30.0,69.0,2388.0,17.0,0.19747433929345398,76,17.0,1.184846035760724
47500.0,32.0,68.0,2400.0,11.0,0.2085604794481158,77,11.0,1.2513628766886948
47487.0,35.0,69.0,2409.0,10.0,0.219966010245995,78,10.0,1.31979606147597
47477.0,28.0,74.0,2421.0,17.0,0.23161541295771015,79,17.0,1.389692477746261
47453.0,44.0,68.0,2435.0,8.0,0.24342030591166566,80,8.0,1.460521835469994
