S,E,I,R,NI,B,time,obs,Rt
49990.0,0.0,10.0,0.0,0.0,0.7611189119685327,0,0.0,4.566713471811196
49983.0,7.0,8.0,2.0,0.0,0.7534393519760346,1,0.0,4.520636111856208
49980.0,9.0,7.0,4.0,1.0,0.7426571250684216,2,1.0,4.4559427504105305
49975.0,11.0,9.0,5.0,3.0,0.7289279430514432,3,3.0,4.37356765830866
49969.0,13.0,13.0,5.0,4.0,0.7124540575685642,4,4.0,4.274724345411386
49956.0,23.0,13.0,8.0,3.0,0.6934781501769308,5,3.0,4.160868901061585
49947.0,23.0,19.0,11.0,9.0,0.6722761110544232,6,9.0,4.033656666326539
49938.0,24.0,23.0,15.0,8.0,0.6491490456824792,7,8.0,3.8948942740948755
49916.0,33.0,33.0,18.0,13.0,0.6244148723313859,8,13.0,3.746489233988316
49897.0,40.0,38.0,25.0,12.0,0.5983998736248314,9,12.0,3.5903992417489885
49877.0,45.0,51.0,27.0,15.0,0.5714305442398457,10,15.0,3.4285832654390744
49848.0,64.0,55.0,33.0,10.0,0.543826036924331,11,10.0,3.262956221545986
49813.0,85.0,64.0,38.0,14.0,0.5158914547574406,12,14.0,3.0953487285446437
49784.0,81.0,80.0,55.0,33.0,0.4879121739631268,13,33.0,2.927473043778761
49746.0,88.0,102.0,64.0,31.0,0.4601493138676736,14,31.0,2.7608958832060417
49697.0,92.0,129.0,82.0,45.0,0.43283640375748206,15,45.0,2.5970184225448927
49642.0,108.0,150.0,100.0,39.0,0.4061772347620845,16,39.0,2.437063408572507
49574.0,143.0,156.0,127.0,33.0,0.3803448318183711,17,33.0,2.2820689909102265
49524.0,144.0,183.0,149.0,49.0,0.35548143851105246,18,49.0,2.132888631066315
49463.0,150.0,205.0,182.0,55.0,0.33169937724027115,19,55.0,1.990196263441627
49417.0,140.0,225.0,218.0,56.0,0.30908262880036946,20,56.0,1.854495772802217
49354.0,150.0,249.0,247.0,53.0,0.28768896824794954,21,53.0,1.7261338094876972
49296.0,139.0,287.0,278.0,69.0,0.26755249642223494,22,69.0,1.6053149785334098
49224.0,158.0,288.0,330.0,53.0,0.248686416772392,23,53.0,1.492118500634352
49157.0,162.0,315.0,366.0,63.0,0.2310859231776711,24,63.0,1.3865155390660266
49082.0,158.0,351.0,409.0,79.0,0.21473108416593187,25,79.0,1.2883865049955914
49018.0,160.0,364.0,458.0,62.0,0.19958963046490436,26,62.0,1.1975377827894262
48958.0,163.0,374.0,505.0,57.0,0.18561957455682565,27,57.0,1.113717447340954
48883.0,175.0,385.0,557.0,63.0,0.17277161158535057,28,63.0,1.0366296695121036
48807.0,184.0,401.0,608.0,67.0,0.16099126967065408,29,67.0,0.9659476180239245
48738.0,176.0,416.0,670.0,77.0,0.15022079384664191,30,77.0,0.9013247630798515
48682.0,167.0,410.0,741.0,65.0,0.140400761160802,31,65.0,0.842404566964812
48632.0,162.0,404.0,802.0,55.0,0.13147143493198382,32,55.0,0.7888286095919029
48585.0,146.0,404.0,865.0,63.0,0.12337387388699608,33,63.0,0.7402432433219766
48532.0,156.0,377.0,935.0,43.0,0.11605081716199862,34,43.0,0.6963049029719918
48493.0,133.0,389.0,985.0,62.0,0.10944736930239453,35,62.0,0.6566842158143672
48461.0,116.0,382.0,1041.0,49.0,0.10351151080024035,36,49.0,0.6210690648014421
48417.0,109.0,382.0,1092.0,51.0,0.09819445974468266,37,51.0,0.589166758468096
48393.0,91.0,360.0,1156.0,42.0,0.09345090917727125,38,42.0,0.5607054550636276
48373.0,73.0,340.0,1214.0,38.0,0.08923916304894852,39,38.0,0.5354349782936911
48342.0,77.0,317.0,1264.0,27.0,0.08552119153006976,40,27.0,0.5131271491804186
48324.0,54.0,305.0,1317.0,41.0,0.08226262403995985,41,41.0,0.4935757442397591
