S,E,I,R,NI,B,time,obs,Rt
49990.0,0.0,10.0,0.0,0.0,0.7611189119685327,0,0.0,4.566713471811196
49985.0,5.0,8.0,2.0,0.0,0.7534393519760346,1,0.0,4.520636111856208
49982.0,6.0,7.0,5.0,2.0,0.7426571250684216,2,2.0,4.4559427504105305
49978.0,9.0,3.0,10.0,1.0,0.7289279430514432,3,1.0,4.37356765830866
49975.0,8.0,7.0,10.0,4.0,0.7124540575685642,4,4.0,4.274724345411386
49968.0,14.0,7.0,11.0,1.0,0.6934781501769308,5,1.0,4.160868901061585
49964.0,14.0,9.0,13.0,4.0,0.6722761110544232,6,4.0,4.033656666326539
49954.0,18.0,12.0,16.0,6.0,0.6491490456824792,7,6.0,3.8948942740948755
49947.0,17.0,18.0,18.0,8.0,0.6244148723313859,8,8.0,3.746489233988316
49941.0,19.0,19.0,21.0,4.0,0.5983998736248314,9,4.0,3.5903992417489885
49926.0,25.0,24.0,25.0,9.0,0.5714305442398457,10,9.0,3.4285832654390744
49916.0,21.0,32.0,31.0,14.0,0.543826036924331,11,14.0,3.262956221545986
49900.0,27.0,40.0,33.0,10.0,0.5158914547574406,12,10.0,3.0953487285446437
49880.0,39.0,46.0,35.0,8.0,0.4879121739631268,13,8.0,2.927473043778761
49861.0,40.0,54.0,45.0,18.0,0.4601493138676736,14,18.0,2.7608958832060417
49838.0,51.0,55.0,56.0,12.0,0.43283640375748206,15,12.0,2.5970184225448927
49818.0,48.0,72.0,62.0,23.0,0.4061772347620845,16,23.0,2.437063408572507
49796.0,56.0,73.0,75.0,14.0,0.3803448318183711,17,14.0,2.2820689909102265
49763.0,65.0,87.0,85.0,24.0,0.35548143851105246,18,24.0,2.132888631066315
49733.0,74.0,93.0,100.0,21.0,0.33169937724027115,19,21.0,1.990196263441627
49711.0,65.0,107.0,117.0,31.0,0.30908262880036946,20,31.0,1.854495772802217
49685.0,68.0,117.0,130.0,23.0,0.28768896824794954,21,23.0,1.7261338094876972
49651.0,75.0,126.0,148.0,27.0,0.26755249642223494,22,27.0,1.6053149785334098
49613.0,75.0,146.0,166.0,38.0,0.248686416772392,23,38.0,1.492118500634352
49589.0,66.0,154.0,191.0,33.0,0.2310859231776711,24,33.0,1.3865155390660266
49544.0,87.0,158.0,211.0,24.0,0.21473108416593187,25,24.0,1.2883865049955914
49517.0,78.0,169.0,236.0,36.0,0.19958963046490436,26,36.0,1.1975377827894262
49490.0,78.0,162.0,270.0,27.0,0.18561957455682565,27,27.0,1.113717447340954
49459.0,68.0,173.0,300.0,41.0,0.17277161158535057,28,41.0,1.0366296695121036
49431.0,69.0,167.0,333.0,27.0,0.16099126967065408,29,27.0,0.9659476180239245
49406.0,59.0,186.0,349.0,35.0,0.15022079384664191,30,35.0,0.9013247630798515
49382.0,61.0,179.0,378.0,22.0,0.140400761160802,31,22.0,0.842404566964812
49359.0,58.0,183.0,400.0,26.0,0.13147143493198382,32,26.0,0.7888286095919029
49331.0,65.0,172.0,432.0,21.0,0.12337387388699608,33,21.0,0.7402432433219766
49311.0,58.0,174.0,457.0,27.0,0.11605081716199862,34,27.0,0.6963049029719918
49287.0,65.0,163.0,485.0,17.0,0.10944736930239453,35,17.0,0.6566842158143672
49273.0,55.0,153.0,519.0,24.0,0.10351151080024035,36,24.0,0.6210690648014421
49258.0,49.0,150.0,543.0,21.0,0.09819445974468266,37,21.0,0.589166758468096
49241.0,45.0,143.0,571.0,21.0,0.09345090917727125,38,21.0,0.5607054550636276
49228.0,43.0,133.0,596.0,15.0,0.08923916304894852,39,15.0,0.5354349782936911
49218.0,38.0,132.0,612.0,15.0,0.08552119153006976,40,15.0,0.5131271491804186
49210.0,27.0,135.0,628.0,19.0,0.08226262403995985,41,19.0,0.4935757442397591
49204.0,26.0,127.0,643.0,7.0,0.07943269590097561,42,7.0,0.4765961754058537
49193.0,25.0,122.0,660.0,12.0,0.07700416210265902,43,12.0,0.46202497261595415
49188.0,23.0,116.0,673.0,7.0,0.07495318936510852,44,7.0,0.4497191361906511
49180.0,20.0,110.0,690.0,11.0,0.0732592355663169,45,11.0,0.43955541339790144
49170.0,23.0,96.0,711.0,7.0,0.07190492366979803,46,7.0,0.4314295420187882
49163.0,20.0,90.0,727.0,10.0,0.07087591556085203,47,10.0,0.4252554933651122
49158.0,18.0,80.0,744.0,7.0,0.07016078966263327,48,7.0,0.42096473797579964
